time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2012-06-11T05:29:11.510Z,36.023,69.351,16,5.7,mww,332,16.4,,1.09,us,usp000jmmc,2022-05-03T15:42:29.124Z,"20 km ESE of Nahr?n, Afghanistan",earthquake,,,,,reviewed,us,us
2012-06-11T05:02:14.250Z,36.039,69.401,29.1,5.4,mb,311,16.5,,0.96,us,usp000jmmb,2022-05-03T15:44:37.626Z,"24 km E of Nahr?n, Afghanistan",earthquake,,7.4,,190,reviewed,us,us
2012-06-11T04:35:59.960Z,27.306,88.13,51.5,4.5,mb,74,97.6,,0.75,us,usp000jmm9,2014-11-07T01:48:03.155Z,"12 km W of Gyalshing, India",earthquake,,9.1,,17,reviewed,us,us
2012-06-10T03:29:40.580Z,36.235,71.028,107,4.5,mb,103,78.6,,1.01,us,usp000jmjz,2014-11-07T01:48:02.837Z,"67 km SW of Ashk?sham, Afghanistan",earthquake,,5.2,,38,reviewed,us,us
2012-06-09T07:54:11.100Z,28.4,84.126,20.1,4.8,mb,148,45.8,,0.92,us,usp000jmhz,2022-05-03T15:42:13.603Z,"21 km NE of Pokhara, Nepal",earthquake,,10.7,,80,reviewed,us,us
2012-06-08T06:47:03.620Z,42.631,69.782,40.3,4.5,mb,32,61.8,,1.01,us,usp000jmgz,2014-11-07T01:48:02.016Z,"19 km WNW of Sastobe, Kazakhstan",earthquake,,7.9,,7,reviewed,us,us
2012-06-06T04:38:58.010Z,25.137,96.577,54.7,4.5,mb,26,135.9,,0.78,us,usp000jmdn,2014-11-07T01:48:01.271Z,"86 km WSW of Myitkyina, Myanmar",earthquake,,12.4,,2,reviewed,us,us
2012-06-01T12:32:27.690Z,39.803,75.194,47.5,5.3,mb,322,18.7,,0.77,us,usp000jm70,2022-05-03T15:41:37.393Z,"77 km WNW of Kashgar, China",earthquake,,2.8,,196,reviewed,us,us
2012-06-01T11:03:40.000Z,23.692,62.021,10,4.9,mb,110,82.7,,0.81,us,usp000jm6w,2014-11-07T01:47:58.739Z,"152 km S of Jiwani, Pakistan",earthquake,,,,64,reviewed,us,us
2012-05-30T21:20:56.160Z,43.384,78.745,17.2,5.4,mww,403,13.1,,0.87,us,usp000jm51,2022-05-03T15:41:19.081Z,"55 km NW of Kegen, Kazakhstan",earthquake,,7,,,reviewed,us,us
2012-05-30T13:23:01.490Z,8.217,91.782,16.2,4.9,mb,94,43.7,,0.83,us,usp000jm4e,2014-11-07T01:47:55.204Z,"Nicobar Islands, India region",earthquake,,12.3,,33,reviewed,us,us
2012-05-30T09:28:14.190Z,24.517,95.085,108.7,4.5,mb,45,66.2,,0.96,us,usp000jm4d,2014-11-07T01:47:55.200Z,"103 km E of W?ngjing, India",earthquake,,6.7,,10,reviewed,us,us
2012-05-27T20:50:22.610Z,30.822,83.466,35,4.8,mb,71,94.8,,0.94,us,usp000jm0r,2014-11-07T01:47:54.092Z,"211 km NE of Jumla, Nepal",earthquake,,,,16,reviewed,us,us
2012-05-27T16:03:58.940Z,36.424,71.357,106.2,4.6,mb,89,70.3,,1.11,us,usp000jm07,2014-11-07T01:47:53.974Z,"32 km SSW of Ashk?sham, Afghanistan",earthquake,,,,24,reviewed,us,us
2012-05-27T09:29:58.120Z,33.878,72.804,48.4,4.6,mb,40,145.1,,1.17,us,usp000jkzp,2014-11-07T01:47:53.871Z,"17 km SW of Haripur, Pakistan",earthquake,,7.7,,6,reviewed,us,us
2012-05-24T19:39:27.860Z,14.42,93.318,46.1,4.9,mb,129,37.9,,1.1,us,usp000jkw3,2014-11-07T01:47:52.505Z,"Andaman Islands, India region",earthquake,,,,54,reviewed,us,us
2012-05-21T21:38:38.020Z,37.948,77.11,31.4,4.8,mb,123,51.7,,1.08,us,usp000jkrm,2014-11-07T01:47:50.832Z,"53 km SSW of Shache, China",earthquake,,10.8,,40,reviewed,us,us
2012-05-19T19:10:38.070Z,15.17,96.828,10,4.6,mb,23,131.7,,0.95,us,usp000jkmm,2014-11-07T01:47:49.131Z,"127 km SW of Kyaikkami, Myanmar",earthquake,,,,5,reviewed,us,us
2012-05-19T14:02:31.310Z,33.629,87.016,8.1,4.6,mb,71,63.7,,1.11,us,usp000jkma,2014-11-07T01:47:48.949Z,"western Xizang",earthquake,,15.1,,15,reviewed,us,us
2012-05-18T12:45:53.160Z,34.509,69.618,10,4.8,mb,95,90.7,,1.14,us,usp000jkjq,2015-03-24T01:52:56.049Z,"37 km N of ?uk?mat? Azrah, Afghanistan",earthquake,,,,43,reviewed,us,us
2012-05-14T14:43:40.840Z,37.23,71.702,148.1,4.6,mb,16,115.5,,0.95,us,usp000jke2,2014-11-07T01:47:47.547Z,"31 km SSE of Khorugh, Tajikistan",earthquake,,14.9,,2,reviewed,us,us
2012-05-12T23:28:43.570Z,38.612,70.354,10,5.7,mww,451,15.6,,1.08,us,usp000jkc4,2022-05-03T15:39:48.943Z,"44 km SE of Darband, Tajikistan",earthquake,,,,,reviewed,us,us
2012-05-12T01:34:43.170Z,38.306,89.427,10,4.8,mb,141,62.3,,0.93,us,usp000jkb6,2014-11-07T01:47:46.917Z,"southern Xinjiang, China",earthquake,,,,63,reviewed,us,us
2012-05-11T12:41:35.300Z,26.175,92.889,43.3,5.4,mwb,164,33.3,,0.95,us,usp000jka9,2020-09-21T18:09:31.815Z,"19 km N of Hoj?i, India",earthquake,,,,,reviewed,us,us
2012-05-03T06:42:37.150Z,36.347,70.711,144.8,4.7,mb,172,20.4,,0.89,us,usp000jjy9,2014-11-07T01:47:43.724Z,"58 km S of Jurm, Afghanistan",earthquake,,,,90,reviewed,us,us
2012-05-03T04:59:31.480Z,8.929,93.903,23.7,4.9,mb,130,47.3,,1.03,us,usp000jjy5,2014-11-07T01:47:43.647Z,"Nicobar Islands, India region",earthquake,,4.9,,45,reviewed,us,us
2012-05-03T01:18:09.280Z,10.1,93.101,74,4.9,mb,119,49,,1.02,us,usp000jjxw,2014-11-07T01:47:43.563Z,"177 km SSE of Port Blair, India",earthquake,,3.3,,56,reviewed,us,us
2012-05-02T09:57:26.440Z,8.88,93.821,10,4.9,mb,70,48.2,,0.98,us,usp000jjwu,2014-11-07T01:47:43.227Z,"Nicobar Islands, India region",earthquake,,,,18,reviewed,us,us
2012-05-01T14:30:43.850Z,10.037,93.633,29,4.7,mb,67,68.1,,0.81,us,usp000jjv0,2014-11-07T01:47:41.896Z,"204 km SSE of Port Blair, India",earthquake,,10.1,,21,reviewed,us,us
2012-04-30T13:06:58.740Z,14.405,93.327,35,5.2,mwb,233,20.6,,0.97,us,usp000jjtm,2022-05-03T15:38:13.539Z,"Andaman Islands, India region",earthquake,,,,,reviewed,us,us
2012-04-27T05:49:30.360Z,36.414,71.183,226.5,4.5,mb,180,36.5,,0.85,us,usp000jjnk,2014-11-07T01:47:37.544Z,"43 km SW of Ashk?sham, Afghanistan",earthquake,,3.7,,102,reviewed,us,us
2012-04-25T22:49:58.630Z,36.422,82.554,10,4.6,mb,59,116,,1.14,us,usp000jjm1,2014-11-07T01:47:37.321Z,"245 km ESE of Hotan, China",earthquake,,,,11,reviewed,us,us
2012-04-25T16:30:59.560Z,8.826,93.882,22.9,5.1,mb,117,48.3,,0.95,us,usp000jjkm,2022-05-03T15:37:37.979Z,"Nicobar Islands, India region",earthquake,,9.9,,52,reviewed,us,us
2012-04-25T11:30:39.870Z,9.19,93.572,10,4.5,mb,47,81.6,,1.05,us,usp000jjk7,2014-11-07T01:47:37.216Z,"288 km SSE of Port Blair, India",earthquake,,,,13,reviewed,us,us
2012-04-25T08:49:42.980Z,8.971,94.048,10,4.5,mb,29,95.8,,0.65,us,usp000jjju,2014-11-07T01:47:37.171Z,"Nicobar Islands, India region",earthquake,,,,3,reviewed,us,us
2012-04-25T07:53:21.270Z,8.945,93.906,11.6,5.3,mb,247,46.5,,0.74,us,usp000jjjn,2014-11-07T01:47:37.141Z,"Nicobar Islands, India region",earthquake,,2.5,,90,reviewed,us,us
2012-04-25T07:42:23.380Z,9.011,93.945,9,5.7,mww,433,34.1,,0.86,us,usp000jjjm,2022-05-03T15:37:36.811Z,"Nicobar Islands, India region",earthquake,,,,,reviewed,us,us
2012-04-24T22:09:32.060Z,8.802,93.902,4.2,4.5,mb,30,90.6,,0.87,us,usp000jjj3,2014-11-07T01:47:36.960Z,"Nicobar Islands, India region",earthquake,,26.1,,6,reviewed,us,us
2012-04-24T19:14:40.460Z,8.855,93.931,15.3,4.8,mb,119,30.1,,0.91,us,usp000jjhs,2014-11-07T01:47:36.850Z,"Nicobar Islands, India region",earthquake,,12.5,,51,reviewed,us,us
2012-04-24T15:21:05.620Z,8.84,93.84,21.3,4.5,mb,34,82.2,,0.74,us,usp000jjhf,2014-11-07T01:47:36.807Z,"Nicobar Islands, India region",earthquake,,21.1,,7,reviewed,us,us
2012-04-24T15:02:21.170Z,9.032,93.987,10,4.6,mb,16,83.4,,1.05,us,usp000jjha,2014-11-07T01:47:36.756Z,"Nicobar Islands, India region",earthquake,,,,4,reviewed,us,us
2012-04-24T14:57:10.110Z,8.868,93.949,14.1,5.5,mwb,263,38.8,,0.92,us,usp000jjh8,2022-05-03T15:37:35.645Z,"Nicobar Islands, India region",earthquake,,4.1,,,reviewed,us,us
2012-04-22T23:05:10.160Z,7.801,93.946,45.6,4.8,mb,104,72.6,,0.86,us,usp000jjeg,2014-11-07T01:47:36.095Z,"260 km NW of Sabang, Indonesia",earthquake,,5.1,,29,reviewed,us,us
2012-04-21T17:58:06.330Z,38.831,66.333,10,4.8,mb,105,83.1,,1.06,us,usp000jjce,2014-11-07T01:47:35.689Z,"24 km NNE of G‘uzor, Uzbekistan",earthquake,,,,42,reviewed,us,us
2012-04-18T14:48:02.610Z,39.968,77.095,43.3,4.6,mb,71,74.9,,1.08,us,usp000jj6g,2014-11-07T01:47:33.948Z,"109 km ENE of Kashgar, China",earthquake,,5.6,,25,reviewed,us,us
2012-04-17T15:15:58.290Z,36.527,70.13,211.6,4.6,mb,138,45.3,,0.81,us,usp000jj4q,2015-03-24T02:18:32.075Z,"24 km ESE of Farkh?r, Afghanistan",earthquake,,,,67,reviewed,us,us
2012-04-13T10:11:53.520Z,25.244,94.983,85.1,4.5,mb,36,54.4,,0.74,us,usp000jhuu,2014-11-07T01:47:30.789Z,"67 km SE of Phek, India",earthquake,,6.7,,18,reviewed,us,us
2012-04-10T08:08:38.280Z,34.383,82.386,34.1,4.7,mb,122,77.8,,0.77,us,usp000jhfn,2022-05-03T15:35:44.426Z,"western Xizang",earthquake,,7.9,,51,reviewed,us,us
2012-04-02T15:30:09.310Z,37.537,71.909,109.5,4.6,mb,75,54.8,,0.98,us,usp000jh4y,2014-11-07T01:47:24.778Z,"31 km E of Khorugh, Tajikistan",earthquake,,6.1,,26,reviewed,us,us
2012-03-31T04:16:55.530Z,36.496,71.287,229.5,4.9,mb,217,20.5,,0.82,us,usp000jh16,2015-03-24T02:17:18.615Z,"30 km SW of Ashk?sham, Afghanistan",earthquake,,,,112,reviewed,us,us
2012-03-29T19:03:44.980Z,25.035,60.732,10,4.6,mb,35,112.6,,0.85,us,usp000jgyq,2014-11-07T01:47:20.345Z,"29 km SSE of Chabahar, Iran",earthquake,,,,5,reviewed,us,us
2012-03-29T00:23:21.690Z,21.619,94.754,120.3,4.5,mb,40,70.7,,0.8,us,usp000jgxk,2014-11-07T01:47:20.168Z,"46 km NW of Pakokku, Myanmar",earthquake,,7.6,,12,reviewed,us,us
2012-03-28T03:19:24.870Z,28.769,66.716,35,4.5,mb,76,96.8,,1.23,us,usp000jgwc,2014-11-07T01:47:19.988Z,"Pakistan",earthquake,,,,20,reviewed,us,us
2012-03-27T23:40:12.600Z,26.087,87.777,28.8,5,mb,167,31.8,,0.86,us,usp000jgw0,2022-05-03T15:34:40.337Z,"17 km W of Kishanganj, India",earthquake,,,,91,reviewed,us,us
2012-03-26T00:06:19.480Z,27.721,58.834,74.6,4.9,mb,116,64.8,,0.87,us,usp000jgt3,2014-11-07T01:47:19.250Z,"149 km NNW of Fann?j, Iran",earthquake,,,,53,reviewed,us,us
2012-03-25T12:38:54.280Z,36.124,70.91,86.8,4.6,mb,101,93.7,,1.07,us,usp000jgry,2014-11-07T01:47:18.985Z,"78 km N of P?r?n, Afghanistan",earthquake,,8.2,,54,reviewed,us,us
2012-03-25T10:06:17.620Z,33.693,89.295,6.4,4.5,mb,51,127.3,,0.94,us,usp000jgrp,2014-11-07T01:47:18.732Z,"western Xizang",earthquake,,15.2,,21,reviewed,us,us
2012-03-22T04:10:18.420Z,38.904,69.642,15.3,4.7,mb,86,94,,1.38,us,usp000jgmd,2014-11-07T01:47:17.817Z,"21 km NNW of Obigarm, Tajikistan",earthquake,,14.3,,14,reviewed,us,us
2012-03-20T10:18:52.030Z,9.481,93.423,53.1,4.9,mb,65,75.6,,0.8,us,usp000jgh3,2014-11-07T01:47:16.953Z,"252 km SSE of Port Blair, India",earthquake,,5.7,,24,reviewed,us,us
2012-03-20T05:44:18.860Z,36.429,70.947,172.5,4.5,mb,110,63.3,,0.7,us,usp000jggn,2014-11-07T01:47:16.862Z,"49 km SSE of Jurm, Afghanistan",earthquake,,4,,31,reviewed,us,us
2012-03-19T17:46:02.200Z,29.434,94.873,35,4.7,mb,39,115.3,,0.73,us,usp000jgfz,2014-11-07T01:47:16.680Z,"111 km NNE of Shi Yomi, India",earthquake,,,,5,reviewed,us,us
2012-03-18T02:56:13.390Z,23.662,90.259,44,4.5,mb,68,61.2,,0.69,us,usp000jgdy,2015-03-24T01:40:21.467Z,"14 km ENE of Doh?r, Bangladesh",earthquake,,7.2,,23,reviewed,us,us
2012-03-17T08:41:50.090Z,6.867,94.592,36.7,4.5,mb,51,79.1,,0.78,us,usp000jgcr,2014-11-07T01:47:16.063Z,"134 km NW of Sabang, Indonesia",earthquake,,9.5,,6,reviewed,us,us
2012-03-16T07:07:23.310Z,10.542,93.808,35,4.8,mb,72,67.5,,0.83,us,usp000jgb4,2014-11-07T01:47:15.546Z,"170 km SE of Port Blair, India",earthquake,,,,29,reviewed,us,us
2012-03-16T05:58:16.980Z,10.478,93.661,35,4.6,mb,51,170.1,,0.71,us,usp000jgb1,2014-11-07T01:47:15.396Z,"165 km SE of Port Blair, India",earthquake,,,,12,reviewed,us,us
2012-03-15T20:46:35.020Z,10.533,93.746,35,4.6,mb,31,148.7,,0.46,us,usp000jgah,2014-11-07T01:47:15.289Z,"166 km SE of Port Blair, India",earthquake,,,,8,reviewed,us,us
2012-03-15T17:03:34.970Z,36.427,71.489,103.6,4.6,mb,101,102.2,,0.98,us,usp000jgac,2014-11-07T01:47:15.244Z,"28 km S of Ashk?sham, Afghanistan",earthquake,,,,29,reviewed,us,us
2012-03-15T14:56:00.590Z,10.535,93.768,35,4.6,mb,56,69.2,,0.63,us,usp000jga3,2014-11-07T01:47:15.185Z,"167 km SE of Port Blair, India",earthquake,,,,19,reviewed,us,us
2012-03-14T17:41:10.140Z,10.535,93.854,58.2,5,mb,24,95.7,,0.75,us,usp000jg8m,2014-11-07T01:47:14.883Z,"174 km SE of Port Blair, India",earthquake,,13.1,,3,reviewed,us,us
2012-03-14T17:01:50.650Z,10.679,94.004,68.3,4.9,mb,33,89.2,,0.97,us,usp000jg8g,2014-11-07T01:47:14.868Z,"Andaman Islands, India region",earthquake,,14.2,,4,reviewed,us,us
2012-03-12T12:59:09.830Z,36.87,73.004,67,4.5,mb,74,97.9,,0.92,us,usp000jg4v,2014-11-07T01:47:14.030Z,"61 km E of Khand?d, Afghanistan",earthquake,,5.3,,8,reviewed,us,us
2012-03-12T08:37:50.740Z,36.481,73.028,10,4.5,mb,38,117.2,,1.48,us,usp000jg4m,2014-11-07T01:47:13.960Z,"82 km SE of Khand?d, Afghanistan",earthquake,,,,2,reviewed,us,us
2012-03-12T08:26:07.170Z,36.674,73.091,10,4.7,mb,74,95.4,,1.45,us,usp000jg4k,2014-11-07T01:47:13.954Z,"75 km ESE of Khand?d, Afghanistan",earthquake,,,,12,reviewed,us,us
2012-03-12T07:37:54.990Z,36.56,72.913,10,4.5,mb,40,115.4,,1.45,us,usp000jg4j,2014-11-07T01:47:13.950Z,"68 km SE of Khand?d, Afghanistan",earthquake,,,,3,reviewed,us,us
2012-03-12T06:47:33.350Z,36.64,72.876,21,4.5,mb,62,98,,1.46,us,usp000jg4h,2014-11-07T01:47:13.945Z,"60 km SE of Khand?d, Afghanistan",earthquake,,21,,6,reviewed,us,us
2012-03-12T06:21:25.300Z,36.447,73.104,10,4.5,mb,49,106.9,,1.3,us,usp000jg4e,2014-11-07T01:47:13.923Z,"89 km SE of Khand?d, Afghanistan",earthquake,,,,5,reviewed,us,us
2012-03-12T06:06:40.640Z,36.741,73.152,11,5.6,mww,283,28.1,,1.07,us,usp000jg4d,2022-05-03T15:33:37.819Z,"77 km ESE of Khand?d, Afghanistan",earthquake,,,,,reviewed,us,us
2012-03-11T05:00:06.500Z,28.26,59.08,10,4.5,mb,65,67,,,us,usp000jg2u,2014-11-07T01:47:13.585Z,"117 km SE of Bam, Iran",earthquake,,,,13,reviewed,teh,us
2012-03-10T20:58:09.150Z,8.555,93.891,61.9,4.7,mb,69,98.6,,1,us,usp000jg2b,2014-11-07T01:47:13.509Z,"Nicobar Islands, India region",earthquake,,7,,19,reviewed,us,us
2012-03-10T18:06:29.910Z,8.513,93.845,5.1,4.6,mb,84,39.3,,0.8,us,usp000jg20,2014-11-07T01:47:13.420Z,"Nicobar Islands, India region",earthquake,,12.9,,22,reviewed,us,us
2012-03-10T12:18:29.480Z,11.517,92.036,35,4.5,mb,33,148.9,,1.02,us,usp000jg1f,2014-11-07T01:47:13.312Z,"76 km WSW of Bamboo Flat, India",earthquake,,,,11,reviewed,us,us
2012-03-10T09:37:20.100Z,38.179,93.868,10,4.7,mb,59,101.4,,0.76,us,usp000jg1a,2014-11-07T01:47:13.294Z,"northern Qinghai, China",earthquake,,,,16,reviewed,us,us
2012-03-08T22:50:08.410Z,39.383,81.307,38,5.9,mwc,432,38,,0.96,us,usp000jfyz,2022-05-03T15:33:29.837Z,"128 km S of Aral, China",earthquake,,,,,reviewed,us,us
2012-03-07T07:23:46.840Z,34.194,81.819,20.6,4.6,mb,127,95.2,,0.74,us,usp000jfwa,2014-11-07T01:47:12.260Z,"western Xizang",earthquake,,7,,44,reviewed,us,us
2012-03-06T02:59:25.970Z,8.559,93.873,19.8,5,mb,97,60.5,,0.88,us,usp000jfuu,2014-11-07T01:47:11.907Z,"Nicobar Islands, India region",earthquake,,14.8,,32,reviewed,us,us
2012-03-06T02:52:41.960Z,8.571,93.691,16.8,5.4,mwc,280,36.4,,1.03,us,usp000jfus,2022-05-03T15:32:55.337Z,"Nicobar Islands, India region",earthquake,,10.5,,,reviewed,us,gcmt
2012-03-05T07:41:04.530Z,28.809,76.649,10,5.1,mb,177,45.6,,1.08,us,usp000jfth,2020-09-21T17:59:29.372Z,"11 km SSE of Rohtak, India",earthquake,,,,89,reviewed,us,us
2012-03-02T21:30:50.190Z,40.477,77.213,54.7,4.5,mb,60,90.9,,0.82,us,usp000jfq4,2014-11-07T01:47:09.743Z,"141 km ESE of At-Bashi, Kyrgyzstan",earthquake,,5.6,,15,reviewed,us,us
2012-03-02T17:12:33.630Z,33.977,83.461,10.4,4.8,mb,99,42.7,,0.99,us,usp000jfpx,2014-11-07T01:47:09.675Z,"western Xizang",earthquake,,12.8,,49,reviewed,us,us
2012-03-02T13:40:12.360Z,39.75,74.38,42.5,5,mb,161,52.6,,0.85,us,usp000jfpt,2015-03-24T01:26:42.444Z,"141 km WNW of Kashgar, China",earthquake,,4.7,,81,reviewed,us,us
2012-03-02T12:11:33.280Z,7.254,94.036,70.1,4.9,mb,42,121.9,,1.39,us,usp000jfpp,2014-11-07T01:47:09.471Z,"206 km NW of Sabang, Indonesia",earthquake,,10.6,,13,reviewed,us,us
2012-03-01T17:52:43.870Z,13.004,92.558,37.9,4.8,mb,84,76,,0.79,us,usp000jfnm,2014-11-07T01:47:08.972Z,"145 km N of Bamboo Flat, India",earthquake,,5.4,,18,reviewed,us,us
2012-03-01T17:25:48.650Z,27.447,91.237,53.6,4.6,mb,28,150.3,,0.64,us,usp000jfnj,2014-11-07T01:47:08.951Z,"19 km N of Mongar, Bhutan",earthquake,,7.4,,3,reviewed,us,us
2012-03-01T16:05:36.200Z,39.702,74.371,43.3,4.7,mb,106,54,,1.15,us,usp000jfnb,2014-11-07T01:47:08.708Z,"141 km W of Kashgar, China",earthquake,,7.2,,43,reviewed,us,us
2012-02-28T20:55:46.610Z,23.999,94.613,54.9,4.6,mb,95,73.6,,0.78,us,usp000jfjg,2014-11-07T01:47:05.623Z,"44 km NNE of Mawlaik, Myanmar",earthquake,,6.2,,33,reviewed,us,us
2012-02-27T05:19:03.980Z,12.249,92.683,39.8,4.6,mb,58,82.2,,0.62,us,usp000jfg2,2014-11-07T01:47:05.108Z,"60 km N of Bamboo Flat, India",earthquake,,5.7,,9,reviewed,us,us
2012-02-26T06:08:24.990Z,29.434,64.416,93.6,4.7,mb,89,96.1,,0.9,us,usp000jfdh,2014-11-07T01:47:04.559Z,"60 km N of Dalbandin, Pakistan",earthquake,,,,37,reviewed,us,us
2012-02-21T19:55:41.790Z,36.68,76.826,78.5,4.5,mb,52,125.4,,1.06,us,usp000jf6p,2014-11-07T01:47:03.190Z,"185 km WSW of Zangguy, China",earthquake,,9.1,,15,reviewed,us,us
2012-02-20T14:18:03.820Z,35.84,79.835,10,5,mb,117,35.4,,1.01,us,usp000jf59,2022-05-03T15:31:29.597Z,"140 km S of Hotan, China",earthquake,,,,51,reviewed,us,us
2012-02-20T13:59:23.790Z,35.723,79.717,10,5,mb,119,46.3,,1.02,us,usp000jf57,2014-11-07T01:47:02.721Z,"154 km S of Hotan, China",earthquake,,,,57,reviewed,us,us
2012-02-20T13:52:34.490Z,35.702,79.603,10,4.6,mb,37,134.9,,1.09,us,usp000jf55,2014-11-07T01:47:02.712Z,"158 km S of Hotan, China",earthquake,,,,8,reviewed,us,us
2012-02-20T02:23:59.940Z,41.474,73.027,36.9,4.9,mb,144,46.1,,0.63,us,usp000jf4p,2022-05-03T15:31:24.462Z,"45 km S of Toktogul, Kyrgyzstan",earthquake,,3.8,,79,reviewed,us,us
2012-02-18T08:46:50.580Z,32.298,70.952,57.7,4.7,mb,50,77.2,,0.75,us,usp000jf2h,2014-11-07T01:47:02.261Z,"21 km N of Paharpur, Pakistan",earthquake,,9.2,,16,reviewed,us,us
2012-02-17T15:44:23.230Z,32.388,82.787,21.9,5.2,mb,196,34.2,,0.94,us,usp000jf1h,2022-05-03T15:31:12.409Z,"278 km NE of Burang, China",earthquake,,11.4,,82,reviewed,us,us
2012-02-16T04:07:20.770Z,36.378,70.892,177.1,4.6,mb,90,84.2,,0.84,us,usp000jf02,2014-11-07T01:47:01.786Z,"54 km S of Jurm, Afghanistan",earthquake,,5.3,,28,reviewed,us,us
2012-02-15T18:57:36.400Z,32.075,58.559,5,4.6,mb,66,38,,,us,usp000jezm,2014-11-07T01:47:01.689Z,"107 km SW of B?rjand, Iran",earthquake,,,,17,reviewed,teh,us
2012-02-15T18:31:53.650Z,6.306,92.9,8.9,5,mb,142,72.9,,0.96,us,usp000jezj,2014-11-07T01:47:01.674Z,"271 km W of Sabang, Indonesia",earthquake,,12.5,,35,reviewed,us,us
2012-02-13T06:03:32.930Z,36.079,68.976,35,4.6,mb,22,89.7,,1.47,us,usp000jevz,2014-11-07T01:47:00.721Z,"14 km W of Nahr?n, Afghanistan",earthquake,,,,2,reviewed,us,us
2012-02-10T19:10:01.850Z,26.146,94.253,52.3,4.8,mb,45,140.2,,0.87,us,usp000jet4,2014-11-07T01:47:00.182Z,"5 km N of Wokha, India",earthquake,,8.9,,14,reviewed,us,us
2012-02-09T19:17:30.550Z,30.986,78.282,6.2,5.1,mb,177,46,,0.85,us,usp000jerg,2022-05-03T15:30:07.973Z,"20 km NNE of Barkot, India",earthquake,,11.8,,96,reviewed,us,us
2012-02-06T23:16:53.560Z,13.645,93.027,35,4.8,mb,33,101.2,,0.82,us,usp000jem5,2014-11-07T01:46:58.833Z,"217 km N of Bamboo Flat, India",earthquake,,,,3,reviewed,us,us
2012-02-05T07:10:16.580Z,41.437,74.784,10,5.2,mb,178,62,,0.79,us,usp000jeh9,2015-03-24T01:25:25.779Z,"90 km WNW of At-Bashi, Kyrgyzstan",earthquake,,,,58,reviewed,us,us
2012-02-04T19:22:29.120Z,36.518,70.688,145.6,4.7,mb,111,54.6,,0.98,us,usp000jeg8,2014-11-07T01:46:57.814Z,"40 km SSW of Jurm, Afghanistan",earthquake,,6,,53,reviewed,us,us
2012-02-03T23:32:12.430Z,36.389,71.371,104.7,4.7,mb,89,95.3,,0.94,us,usp000jees,2014-11-07T01:46:57.451Z,"35 km SSW of Ashk?sham, Afghanistan",earthquake,,6.2,,25,reviewed,us,us
2012-02-03T00:57:56.930Z,36.41,71.52,79.6,4.5,mb,41,95.3,,1.08,us,usp000ject,2014-11-07T01:46:56.909Z,"30 km S of Ashk?sham, Afghanistan",earthquake,,12.2,,4,reviewed,us,us
2012-01-30T22:58:07.760Z,7.748,93.774,48.9,4.6,mb,33,83.4,,1.05,us,usp000je6m,2014-11-07T01:46:51.998Z,"267 km NW of Sabang, Indonesia",earthquake,,8.6,,4,reviewed,us,us
2012-01-29T01:25:16.850Z,40.534,72.997,23.1,4.5,mb,46,84.3,,0.86,us,usp000je3z,2014-11-07T01:46:51.572Z,"16 km E of Osh, Kyrgyzstan",earthquake,,16,,16,reviewed,us,us
2012-01-24T23:34:15.890Z,43.329,94.281,10,4.7,mb,68,62.9,,0.89,us,usp000jdxx,2014-11-07T01:46:50.144Z,"83 km NE of Hami, China",earthquake,,,,26,reviewed,us,us
2012-01-19T12:35:51.300Z,36.288,58.835,8.3,5.1,mww,290,40.8,,,us,usp000jdqd,2022-05-03T15:26:38.273Z,"9 km NNE of Neysh?b?r, Iran",earthquake,,,,,reviewed,teh,us
2012-01-14T18:45:51.180Z,23.342,64.525,10,4.6,mb,60,83.4,,0.81,us,usp000jdgp,2014-11-07T01:46:47.205Z,"207 km S of Ormara, Pakistan",earthquake,,,,15,reviewed,us,us
2012-01-13T22:49:59.510Z,36.009,70.512,100.9,5,mb,140,81.9,,0.87,us,usp000jdf9,2014-11-07T01:46:46.946Z,"75 km NNW of P?r?n, Afghanistan",earthquake,,5.2,,64,reviewed,us,us
2012-01-13T21:25:09.230Z,36.36,70.744,130.3,4.5,mb,45,69.9,,0.95,us,usp000jdf5,2014-11-07T01:46:46.937Z,"56 km S of Jurm, Afghanistan",earthquake,,7.5,,25,reviewed,us,us
2012-01-11T22:23:20.470Z,25.203,95.153,105.3,4.6,mb,43,46.3,,0.92,us,usp000jdc9,2014-11-07T01:46:46.307Z,"83 km SE of Phek, India",earthquake,,7.8,,9,reviewed,us,us
2012-01-08T06:20:06.380Z,42.203,87.474,15.7,5,mb,164,26.9,,0.9,us,usp000jd78,2014-11-07T01:46:44.842Z,"86 km ENE of Sishilichengzi, China",earthquake,,,,57,reviewed,us,us
2012-01-04T16:51:44.280Z,26.74,66.169,10,4.8,mb,72,94,,1.13,us,usp000jd1f,2014-11-07T01:46:43.322Z,"Pakistan",earthquake,,,,27,reviewed,us,us
2012-01-03T20:36:48.120Z,35.776,77.346,62.9,4.6,mb,42,136.1,,1.03,us,usp000jd02,2014-11-07T01:46:42.866Z,"106 km NNE of Thang, India",earthquake,,9.6,,18,reviewed,us,us
